599.3708 -13.8587 42.42289
511.5769 -68.84118 120.1814
821.1792 -76.32783 58.8025
515.5773 -14.27202 49.22386
1156.364 -100.3515 53.19433
677.385 12.06065 46.45378
567.0174 -53.59439 59.49212
809.6668 -101.0919 82.13559
594.3437 8.932828 49.11816
583.3338 0.6834606 57.51315
525.2579 -0.1358423 93.45993
720.1922 -48.76476 50.99669
582.8635 -51.826 65.44867
728.7094 -24.98852 56.76193
516.0806 -57.72639 54.96728
761.8661 -62.14177 68.61188
366.5421 -25.13977 56.68701
303.3329 -4.97249 48.67672
1153.423 -57.16932 71.96899
754.8043 -107.0865 77.12434
799.2309 -38.8252 46.14402
700.2824 -43.76884 62.32591
620.9382 -27.56623 61.5851
528.5922 -19.61344 68.33115
640.1775 -56.84567 57.00808
580.5439 -30.1908 37.26766
520.84 -42.53556 41.58617
847.8264 -48.47916 59.80933
918.8864 -62.85175 72.17703
543.4896 0.3626918 54.74914
680.7445 -34.67397 63.99156
740.7445 -143.9843 100.944
801.4876 -26.2674 53.75553
642.7608 -76.22174 61.43368
1016.264 -75.65252 68.22421
764.1617 -55.79465 60.71786
452.047 -83.6798 67.42446
671.7866 -33.52664 62.58043
649.198 -40.97629 42.55447
463.4134 -26.34773 63.82091
539.8721 -43.65133 64.37263
617.0879 -54.85382 54.04281
724.8781 -43.73468 56.82069
610.8869 -11.17766 33.12678
595.1291 12.04885 76.09136
562.9091 -20.15489 106.319
752.9851 -13.48004 74.6977
614.7583 -32.0217 43.11029
798.507 -45.8719 83.82207
737.3981 -28.42963 71.51636
627.2677 -34.04676 66.0324
589.4596 -1.4317 67.46544
1040.14 -66.87225 78.09342
942.6154 2.901527 70.52068
535.5002 -60.59061 91.89578
487.5448 -13.63894 63.24498
649.0835 -27.32569 54.61111
620.1744 0.9889891 50.68674
608.6154 -68.36878 57.40417
731.7699 -93.64443 87.88667
533.2454 -46.81947 57.20486
796.8639 -82.17402 52.72677
654.438 -18.80921 58.84939
670.5452 -47.59839 61.54596
700.3448 -67.69601 41.86573
506.5203 -56.06474 106.8617
872.4643 -8.799964 66.62709
733.848 -33.53404 50.9274
685.9207 -14.86175 55.31419
735.8629 -36.31597 49.93154
955.8074 -82.48929 53.66079
704.8705 -23.70648 65.7329
804.0744 -14.11795 44.58395
736.4731 -58.79467 46.46122
742.2942 -23.89159 49.13487
658.9199 -23.31096 54.39235
621.9184 -67.49715 55.6959
615.2178 -42.36634 88.73447
751.04 -100.7511 79.95486
1040.329 -50.77129 54.91499
620.2705 -47.77789 31.55891
651.5577 -32.27974 59.28824
1011.263 -78.44472 57.33346
777.3712 12.69999 77.65366
641.8863 -46.8257 52.11215
701.5057 -12.96233 57.9372
741.8182 -33.49828 65.58844
811.7573 -110.7212 114.3687
697.1645 -48.3066 50.94063
525.8673 -36.31836 54.85512
663.8191 -20.87267 63.87122
698.7448 -41.02137 55.66154
797.1254 -76.47593 72.79994
729.706 -16.51291 68.55469
625.1765 -27.33949 59.37511
470.2085 -26.6465 57.87951
569.4011 -9.436642 35.69086
775.9426 -44.54858 76.92886
983.6972 -101.5511 60.62716
748.0264 -83.2334 59.57435
