5875.088 -187.1144 152.2452
13717.51 112.1627 227.9572
5129.459 647.304 499.2137
7187.532 2330.675 1371.046
8045.139 -3176.573 2054.414
9248.133 380.9594 1322.957
3441.613 416.1669 519.0187
1411.295 -202.9418 365.7429
10776.52 -2360.505 856.4597
4971.347 -296.1485 176.7141
1648.127 -76.87687 636.8865
3664.207 -264.7743 625.8227
5151.52 -102.3707 432.0015
13994.84 -2787.633 735.0542
6634.719 689.2681 388.3599
2925.068 -195.3034 673.6496
2987.166 -133.7289 374.0636
8734.935 -2057.811 1159.983
4344.775 422.2349 444.6432
2544.369 283.5866 323.0592
5581.21 500.46 295.1236
2458.424 -87.31846 1554.245
3640.27 889.9479 1143.652
4026.364 236.3883 313.2474
76941 17790.73 4456.194
2811.914 488.0669 893.392
5211.547 884.9483 616.9905
2586.158 -56.93335 629.8651
2434.095 -513.2856 339.4332
2921.563 -358.4733 523.6091
4424.173 -1122.506 885.6843
11532.51 -486.4914 318.1322
5827.301 -213.042 292.3099
4928.292 -85.0146 198.2289
4123.401 -928.0316 1473.063
4774.853 -865.9737 764.669
7715.442 -434.7074 304.1075
5891.548 -697.0747 349.4099
4222.923 246.6885 524.2319
3775.236 -770.263 1516.316
10742.84 -622.2431 426.2045
16253.47 920.732 631.1663
6970.176 -259.2987 630.3709
4335.28 -1322.349 986.2965
3410.891 -403.2916 1084.847
2023.896 -68.1973 401.9626
2076.435 -292.7189 364.7636
12473.45 -862.2324 541.8993
2291.658 95.71523 2216.778
4579.629 -1103.209 873.1229
6531.134 -988.0103 491.015
18482.12 -1237.376 408.1261
3544.268 -873.1981 708.2915
3836.468 13.35119 319.3895
12844.23 792.9262 316.1444
4554.853 329.8303 215.2194
6340.292 611.1841 543.5938
6154.812 159.9383 382.5389
10646.16 -2079.229 807.1859
3634.133 658.5467 1466.143
22826.6 -3431.683 1158.734
2350.857 -490.8263 362.0518
7503.465 -1246.836 650.7332
2957.305 35.7579 1003.596
5962.581 -3229.942 2780.72
4018.488 -232.0964 940.7641
8386.088 2220.778 1394.195
3515.658 -164.5844 493.3094
8556.535 129.7546 226.3078
14066.41 -1227.122 653.8278
6909.949 -315.9144 229.3111
5038.21 -1287.041 746.2476
6454.719 367.9607 466.8064
2933.571 -264.9411 232.1905
11964.68 -2900.618 947.8567
2724.139 -122.2978 687.1151
28559.17 -3957.863 787.8329
3130.182 -515.7539 591.8826
11343.05 -373.5324 269.2157
9123.247 -2050 820.0512
6316.596 -119.7355 253.7171
41269.78 -6110.462 1794.07
4619.741 -659.5004 251.3321
6778.396 186.518 826.8915
5877.756 -150.8402 294.2241
4775.414 336.8421 315.1134
3538.584 -923.6868 729.2794
13305.17 -111.3259 182.7264
13450.19 -660.4295 292.6713
6048.58 -1874.08 1017.98
4080.291 170.0277 341.4878
7465.192 -733.3213 675.2033
4666.148 1276.553 1319.896
26166.77 -3535.087 1597.975
11140.14 -42.33565 631.7406
9657.262 557.9977 450.3817
2405.478 -24.94759 492.0393
2642.583 -357.5737 258.5142
4005.133 -295.1011 476.1533
10539.12 -1195.105 468.1489
