5101.311 1141.037 741.2809
3738.654 -277.9752 146.2556
3360.083 -196.0678 904.7029
9887.783 595.9427 420.906
14450.59 -754.5684 1043.132
2413.021 411.3664 395.7738
1923.082 186.2289 387.07
7097.784 86.53225 836.9899
4020.851 -61.27724 475.8072
7438.421 -217.601 855.7694
3972.497 842.5171 830.8471
8377.581 -510.9079 250.2155
3388.996 -251.446 388.0331
2778.056 289.7807 653.2522
8821.335 862.1025 406.3179
5173.39 11.81892 617.2116
64799.44 6913.508 1424.135
3289.382 -112.5187 412.4608
4090.467 512.0772 316.1074
2365.515 90.07532 377.2766
4245.625 121.1642 974.3393
8964.055 -593.3391 798.5777
7540.801 -1207.33 505.0834
3711.978 496.3393 272.8841
9172.423 -495.1059 396.7461
21659.6 -3388.904 1365.186
5380.285 429.2756 373.4158
5971.44 -375.5391 808.0098
3129.23 -215.1268 305.1173
3327.915 266.0437 447.469
3040.684 206.1583 2417.673
7133.385 -58.05138 641.2086
7962.777 346.4149 371.6902
2700.355 206.3179 278.2171
5756.448 -158.1206 189.1181
10916.53 -1654.578 824.038
2613.711 -314.1545 266.3617
6855.137 -265.8864 406.6028
6550.365 -447.5696 324.3622
9051.098 1803.982 1457.78
3934.333 -400.9382 555.5329
5079.339 78.72563 839.4354
3545.388 -513.422 3863.883
2144.978 -63.65377 476.7728
2095.341 148.5854 778.1768
7112.196 2027.681 1262.41
4492.836 501.3089 631.7245
4728.333 -132.014 599.2261
2793.888 -54.93767 683.3656
5462.186 1677.973 1073.632
4134.47 -301.7161 339.0154
2034.63 30.84026 627.3825
4520.791 621.9507 654.3713
3164.471 336.3732 346.1788
4622.894 -36.71321 293.0398
2168.664 6.667815 357.3481
4168.321 -1230.588 904.0169
5753.538 -201.9961 617.2194
3544.214 -400.1123 249.8285
9742.042 -422.2717 369.629
8169.192 295.7681 475.6732
5545.386 183.8313 218.0066
10240.5 -1751.424 1143.134
3543.161 440.175 255.207
4140.447 -57.70414 511.6815
6344.804 691.4951 687.5047
5362.574 -603.1432 1060.177
7793.194 -669.5805 338.0915
6246.917 -84.53835 313.7745
13203.96 -2118.137 888.7663
7574.889 -489.7997 154.5047
9794.43 3063.892 2280.827
4491.16 378.384 497.2127
8118.385 506.9119 437.3386
7873.853 -452.0339 188.1355
8418.345 -164.4796 261.2623
7068.444 123.8268 2246.929
10655.33 -1487.163 646.4158
4138.851 1160.444 947.261
3899.141 289.7593 323.7033
19362.08 -4246.944 2008.948
7588.206 -591.4056 532.0539
4406.515 -204.9027 168.27
3313.759 -310.0673 774.4087
6338.196 -363.3547 399.12
5495.765 37.23256 519.441
13359.65 -482.8163 343.2967
3009.097 353.5913 714.369
4619.794 308.2838 283.8222
4663.468 93.35228 808.8036
6791.843 -202.9857 336.9995
7267.63 -1183.283 551.2332
2751.978 -602.5439 1168.922
10986.15 721.9484 334.3551
5722.072 -625.3363 1570.128
6374.378 709.8182 442.7789
3607.819 -281.0532 486.4888
2298.325 369.0439 271.6792
5859.901 -662.8753 237.7656
4137.168 -172.0945 251.4292
