studyName,studyYear,studyLoc,replicate,blockNumber,rowNumber,colNumber,plotNumber,germplasmName,intercropGermplasmName,observationLevel,observationUnitName,Oat_Height_1,Oat_Height_2,Oat_Height_3,Pea_Height_1,Pea_Height_2,Pea_Height_3,Oat_establishment,Pea_establishment,Lodging,Oat_Heading_Date,Pea_Flowering_Date
B4I_2025_IL,2025,IL,1,3,5,21,521,IL23-1115,NDP170039G,plot,B4I_2025_IL_521,40,71,86.36,29,58,76.2,13,8,4,146,145
B4I_2025_IL,2025,IL,1,3,5,22,522,IL23-2751,NDP120181Y,plot,B4I_2025_IL_522,40,57,91.44,32,52,71.12,24,5,2,150,151
B4I_2025_IL,2025,IL,1,3,5,23,523,IL23-1650,NDP250152Y,plot,B4I_2025_IL_523,46,70,81.28,35,54,60.96,24,4,1,144,145
B4I_2025_IL,2025,IL,1,3,5,24,524,IL23-1206,NDP250169Y,plot,B4I_2025_IL_524,47,67,86.36,38,57,60.96,17,8,4,148,150
B4I_2025_IL,2025,IL,1,3,5,25,525,IL21-753,NDP170249Y,plot,B4I_2025_IL_525,45,74,91.44,35,60,76.2,17,8,1,148,148
B4I_2025_IL,2025,IL,1,4,5,26,526,IL21-4043,NDP170057G,plot,B4I_2025_IL_526,41,61,86.36,32,51,60.96,14,7,1,146,147
B4I_2025_IL,2025,IL,1,4,5,27,527,IL23-4718,NDP150231Y,plot,B4I_2025_IL_527,43,75,86.36,35,51,55.88,20,8,2,145,149
B4I_2025_IL,2025,IL,1,4,5,28,528,IL23-250,NDP170101G,plot,B4I_2025_IL_528,40,74,86.36,37,51,55.88,15,8,1,147,150
B4I_2025_IL,2025,IL,1,4,5,29,529,IL23-1657,NDP250069Y,plot,B4I_2025_IL_529,42,79,86.36,35,54,66.04,12,4,1,142,151
B4I_2025_IL,2025,IL,1,4,5,30,530,IL20-618,NDP250181G,plot,B4I_2025_IL_530,34,74,91.44,24,39,40.64,15,9,1,144,153
B4I_2025_IL,2025,IL,1,3,5,31,531,IL23-951,NDP121714R,plot,B4I_2025_IL_531,33,40,86.36,23,62,45.72,20,6,0,150,146
B4I_2025_IL,2025,IL,1,3,5,32,532,IL22-4548,NDP170185Y,plot,B4I_2025_IL_532,44,80,91.44,35,57,60.96,12,6,4,145,150
B4I_2025_IL,2025,IL,1,3,5,33,533,IL23-445,NDP250183G,plot,B4I_2025_IL_533,40,60,96.52,38,46,66.04,10,10,2,149,153
B4I_2025_IL,2025,IL,1,3,5,34,534,IL23-247,NDP250085Y,plot,B4I_2025_IL_534,35,59,81.28,28,47,71.12,18,8,2,149,150
B4I_2025_IL,2025,IL,1,3,5,35,535,IL23-3443,NDP170200Y,plot,B4I_2025_IL_535,35,69,86.36,29,47,55.88,21,4,1,148,150
B4I_2025_IL,2025,IL,1,4,5,36,536,IL20-615,ND DAWN,plot,B4I_2025_IL_536,46,71,81.28,33,50,45.72,17,6,1,144,145
B4I_2025_IL,2025,IL,1,4,5,37,537,IL23-4144,NDP150084Y,plot,B4I_2025_IL_537,41,46,101.6,33,73,66.04,23,6,1,150,145
B4I_2025_IL,2025,IL,1,4,5,38,538,IL19-511,NDP250115G,plot,B4I_2025_IL_538,44,74,101.6,30,50,55.88,20,8,1,148,146
B4I_2025_IL,2025,IL,1,4,5,39,539,IL23-1413,NDP170247Y,plot,B4I_2025_IL_539,42,70,96.52,34,52,60.96,19,4,3,148,148
B4I_2025_IL,2025,IL,1,4,5,40,540,IL22-2662,NDP250080Y,plot,B4I_2025_IL_540,42,70,88.9,33,50,71.12,13,5,2,144,150
B4I_2025_IL,2025,IL,1,6,6,40,601,IL19-3618,NDP250187G,plot,B4I_2025_IL_601,41,64,91.44,32,42,60.96,15,6,4,148,154
B4I_2025_IL,2025,IL,1,6,6,39,602,IL22-5365,NDP170350Y,plot,B4I_2025_IL_602,48,77,96.52,42,57,86.36,10,8,4,146,151
B4I_2025_IL,2025,IL,1,6,6,38,603,IL23-1650,NDP250027G,plot,B4I_2025_IL_603,46,68,81.28,36,55,60.96,3,6,1,144,150
B4I_2025_IL,2025,IL,1,6,6,37,604,IL23-558,NDP250102Y,plot,B4I_2025_IL_604,46,54,91.44,39,48,60.96,8,5,1,151,155
B4I_2025_IL,2025,IL,1,6,6,36,605,IL23-2443,ND DAWN,plot,B4I_2025_IL_605,42,57,78.74,34,54,55.88,25,11,1,150,145
B4I_2025_IL,2025,IL,1,5,6,35,606,IL23-2246,NDP170190Y,plot,B4I_2025_IL_606,43,65,81.28,46,50,55.88,13,7,1,148,147
B4I_2025_IL,2025,IL,1,5,6,34,607,IL23-1959,NDP250074Y,plot,B4I_2025_IL_607,40,65,86.36,39,53,71.12,15,6,2,150,150
B4I_2025_IL,2025,IL,1,5,6,33,608,IL23-4039,NDP250074Y,plot,B4I_2025_IL_608,40,65,91.44,38,55,71.12,15,6,1,149,153
B4I_2025_IL,2025,IL,1,5,6,32,609,IL23-512,NDP250165Y,plot,B4I_2025_IL_609,41,63,86.36,36,52,60.96,14,4,1,150,149
B4I_2025_IL,2025,IL,1,5,6,31,610,IL23-669,NDP250172Y,plot,B4I_2025_IL_610,46,70,81.28,34,53,45.72,12,3,1,148,149
B4I_2025_IL,2025,IL,1,6,6,30,611,IL23-951,NDP250156Y,plot,B4I_2025_IL_611,38,70,96.52,34,59,76.2,19,9,2,152,151
B4I_2025_IL,2025,IL,1,6,6,29,612,IL22-5335,NDP170052G,plot,B4I_2025_IL_612,40,74,86.36,35,56,76.2,8,6,4,146,145
B4I_2025_IL,2025,IL,1,6,6,28,613,IL22-2961,NDP150476G,plot,B4I_2025_IL_613,45,68,101.6,38,40,60.96,23,8,1,146,143
B4I_2025_IL,2025,IL,1,6,6,27,614,IL23-271,NDP250121Y,plot,B4I_2025_IL_614,42,67,81.28,30,45,50.8,15,2,0,149,148
B4I_2025_IL,2025,IL,1,6,6,26,615,IL23-923,NDP170039G,plot,B4I_2025_IL_615,43,61,91.44,35,47,60.96,19,6,1,152,145
B4I_2025_IL,2025,IL,1,5,6,25,616,IL19-3661,NDP250041Y,plot,B4I_2025_IL_616,45,69,91.44,37,46,60.96,17,7,2,147,153
B4I_2025_IL,2025,IL,1,5,6,24,617,IL23-1450,NDP250035G,plot,B4I_2025_IL_617,41,65,96.52,32,46,60.96,14,5,1,148,154
B4I_2025_IL,2025,IL,1,5,6,23,618,IL23-4253,NDP250170Y,plot,B4I_2025_IL_618,48,82,91.44,35,41,71.12,11,8,2,144,152
B4I_2025_IL,2025,IL,1,5,6,22,619,IL23-1423,NDP150179Y,plot,B4I_2025_IL_619,41,69,96.52,32,54,60.96,21,5,1,149,150
B4I_2025_IL,2025,IL,1,5,6,21,620,IL23-3874,NDP120083Y,plot,B4I_2025_IL_620,44,75,99.06,35,49,66.04,18,8,2,146,150
B4I_2025_IL,2025,IL,1,6,6,20,621,IL23-3576,NDP250095Y,plot,B4I_2025_IL_621,42,55,96.52,39,45,55.88,19,6,1,149,149
B4I_2025_IL,2025,IL,1,6,6,19,622,IL23-377,NDP250078Y,plot,B4I_2025_IL_622,41,65,96.52,34,53,66.04,17,7,1,149,149
B4I_2025_IL,2025,IL,1,6,6,18,623,IL22-4169,NDP250171Y,plot,B4I_2025_IL_623,53,73,106.68,39,52,86.36,15,8,2,149,153
B4I_2025_IL,2025,IL,1,6,6,17,624,IL23-1859,NDP150232Y,plot,B4I_2025_IL_624,43,63,96.52,42,52,76.2,17,6,2,150,153
B4I_2025_IL,2025,IL,1,6,6,16,625,IL23-4746,NDP250068Y,plot,B4I_2025_IL_625,46,50,86.36,37,49,66.04,19,6,2,148,146
B4I_2025_IL,2025,IL,1,5,6,15,626,IL23-4063,NDP250050Y,plot,B4I_2025_IL_626,49,69,96.52,42,48,60.96,16,7,1,151,150
B4I_2025_IL,2025,IL,1,5,6,14,627,IL23-250,NDP250138G,plot,B4I_2025_IL_627,50,69,91.44,44,52,50.8,14,6,1,148,144
B4I_2025_IL,2025,IL,1,5,6,13,628,IL22-4325,NDP250144G,plot,B4I_2025_IL_628,49,89,106.68,47,65,71.12,22,3,3,146,150
B4I_2025_IL,2025,IL,1,5,6,12,629,IL21-3542,NDP250048Y,plot,B4I_2025_IL_629,44,67,91.44,33,50,55.88,15,8,2,150,149
B4I_2025_IL,2025,IL,1,5,6,11,630,IL23-810,NDP250163Y,plot,B4I_2025_IL_630,45,65,101.6,42,55,71.12,12,10,1,153,148
B4I_2025_IL,2025,IL,1,6,6,10,631,IL23-445,NDP170247Y,plot,B4I_2025_IL_631,40,65,101.6,38,64,66.04,19,7,2,150,149
B4I_2025_IL,2025,IL,1,6,6,9,632,IL23-4049,NDP150179Y,plot,B4I_2025_IL_632,45,71,101.6,37,54,60.96,16,4,4,151,149
B4I_2025_IL,2025,IL,1,6,6,8,633,IL23-1613,NDP250027G,plot,B4I_2025_IL_633,54,85,101.6,36,56,66.04,17,6,3,144,150
B4I_2025_IL,2025,IL,1,6,6,7,634,IL23-4063,NDP250059Y,plot,B4I_2025_IL_634,43,69,106.68,34,68,91.44,20,12,4,152,154
B4I_2025_IL,2025,IL,1,6,6,6,635,IL23-1806,NDP250149G,plot,B4I_2025_IL_635,42,71,96.52,35,59,66.04,22,6,2,150,150
B4I_2025_IL,2025,IL,1,5,6,5,636,IL23-1037,NDP170099G,plot,B4I_2025_IL_636,41,69,96.52,37,67,76.2,22,7,2,148,144
B4I_2025_IL,2025,IL,1,5,6,4,637,IL23-1660,NDP170057G,plot,B4I_2025_IL_637,50,74,86.36,37,63,66.04,20,5,2,144,149
B4I_2025_IL,2025,IL,1,5,6,3,638,IL23-524,NDP250098Y,plot,B4I_2025_IL_638,47,72,96.52,37,62,66.04,15,4,2,152,150
B4I_2025_IL,2025,IL,1,5,6,2,639,IL19-2033,NDP150231Y,plot,B4I_2025_IL_639,48,77,101.6,42,54,71.12,16,5,3,150,150
B4I_2025_IL,2025,IL,1,5,6,1,640,IL20-7841,NDP250081Y,plot,B4I_2025_IL_640,40,70,96.52,33,40,60.96,21,7,1,148,152
B4I_2025_IL,2025,IL,1,5,7,1,701,IL23-1462,NDP250077Y,plot,B4I_2025_IL_701,42,61,106.68,38,54,81.28,16,8,9,149,152
B4I_2025_IL,2025,IL,1,5,7,2,702,IL23-951,NDP170028G,plot,B4I_2025_IL_702,39,62,96.52,36,57,60.96,15,11,7,153,146
B4I_2025_IL,2025,IL,1,5,7,3,703,IL23-4444,NDP170153Y,plot,B4I_2025_IL_703,43,64,96.52,42,56,71.12,26,11,5,150,149
B4I_2025_IL,2025,IL,1,5,7,4,704,IL23-1531,NDP250151Y,plot,B4I_2025_IL_704,38,75,96.52,39,52,81.28,16,10,4,150,147
B4I_2025_IL,2025,IL,1,5,7,5,705,IL23-418,NDP250147G,plot,B4I_2025_IL_705,38,59,96.52,38,57,71.12,18,5,2,150,151
B4I_2025_IL,2025,IL,1,6,7,6,706,IL23-4722,NDP250173Y,plot,B4I_2025_IL_706,41,58,91.44,36,52,60.96,23,7,1,153,147
B4I_2025_IL,2025,IL,1,6,7,7,707,IL23-951,NDP250112G,plot,B4I_2025_IL_707,44,65,101.6,41,59,66.04,16,7,3,153,146
B4I_2025_IL,2025,IL,1,6,7,8,708,IL23-2154,NDP250063Y,plot,B4I_2025_IL_708,47,70,81.28,43,54,66.04,15,6,2,148,146
B4I_2025_IL,2025,IL,1,6,7,9,709,IL23-1462,NDP170322Y,plot,B4I_2025_IL_709,44,57,101.6,37,52,71.12,22,7,2,150,149
B4I_2025_IL,2025,IL,1,6,7,10,710,IL19-511,NDP160153Y,plot,B4I_2025_IL_710,41,75,106.68,36,62,71.12,18,2,2,150,150
B4I_2025_IL,2025,IL,1,5,7,11,711,IL21-6257,NDP170253Y,plot,B4I_2025_IL_711,42,76,101.6,37,54,60.96,18,6,1,148,151
B4I_2025_IL,2025,IL,1,5,7,12,712,IL23-1653,NDP250100Y,plot,B4I_2025_IL_712,45,69,96.52,35,58,60.96,20,5,2,147,154
B4I_2025_IL,2025,IL,1,5,7,13,713,IL23-4253,NDP170101G,plot,B4I_2025_IL_713,47,76,91.44,35,51,76.2,19,7,3,145,150
B4I_2025_IL,2025,IL,1,5,7,14,714,IL22-2231,NDP120181Y,plot,B4I_2025_IL_714,45,83,91.44,37,50,66.04,23,9,3,145,150
B4I_2025_IL,2025,IL,1,5,7,15,715,IL17-3125,NDP250067Y,plot,B4I_2025_IL_715,39,73,101.6,29,47,66.04,17,6,2,149,149
B4I_2025_IL,2025,IL,1,6,7,16,716,IL23-1644,NDP170057G,plot,B4I_2025_IL_716,47,70,86.36,37,52,71.12,7,5,1,145,147
B4I_2025_IL,2025,IL,1,6,7,17,717,IL23-1628,NDP150338Y,plot,B4I_2025_IL_717,50,83,96.52,42,58,76.2,26,4,3,144,151
B4I_2025_IL,2025,IL,1,6,7,18,718,IL20-618,NDP250181G,plot,B4I_2025_IL_718,47,79,96.52,30,53,71.12,22,10,2,144,151
B4I_2025_IL,2025,IL,1,6,7,19,719,IL23-661,NDP150106G,plot,B4I_2025_IL_719,47,76,96.52,36,57,81.28,25,6,2,149,146
B4I_2025_IL,2025,IL,1,6,7,20,720,IL21-5955,NDP250062Y,plot,B4I_2025_IL_720,39,70,96.52,35,57,81.28,25,4,1,150,147
B4I_2025_IL,2025,IL,1,5,7,21,721,IL22-2231,NDP250097Y,plot,B4I_2025_IL_721,46,81,86.36,37,55,55.88,18,8,1,145,144
B4I_2025_IL,2025,IL,1,5,7,22,722,IL23-1815,NDP170336G,plot,B4I_2025_IL_722,40,71,96.52,41,66,76.2,16,6,3,150,144
B4I_2025_IL,2025,IL,1,5,7,23,723,IL23-3549,NDP250181G,plot,B4I_2025_IL_723,42,72,91.44,33,50,55.88,17,8,2,146,153
B4I_2025_IL,2025,IL,1,5,7,24,724,IL23-1236,ND VICTORY,plot,B4I_2025_IL_724,41,70,96.52,42,52,81.28,25,6,6,150,151
B4I_2025_IL,2025,IL,1,5,7,25,725,IL23-4063,NDP250091Y,plot,B4I_2025_IL_725,42,74,96.52,32,60,71.12,15,10,1,150,154
B4I_2025_IL,2025,IL,1,6,7,26,726,IL21-7822,NDP250142G,plot,B4I_2025_IL_726,44,75,86.36,36,54,66.04,19,8,1,146,147
B4I_2025_IL,2025,IL,1,6,7,27,727,IL23-3838,NDP160153Y,plot,B4I_2025_IL_727,44,75,101.6,41,57,66.04,17,9,1,148,150
B4I_2025_IL,2025,IL,1,6,7,28,728,IL23-1410,NDP170156Y,plot,B4I_2025_IL_728,41,67,96.52,35,52,66.04,18,5,2,148,150
B4I_2025_IL,2025,IL,1,6,7,29,729,IL19-6920,NDP170008G,plot,B4I_2025_IL_729,45,74,101.6,40,53,60.96,22,8,5,147,146
B4I_2025_IL,2025,IL,1,6,7,30,730,IL23-1631,NDP250145G,plot,B4I_2025_IL_730,45,73,86.36,39,57,66.04,17,7,2,146,149
B4I_2025_IL,2025,IL,1,5,7,31,731,IL23-913,NDP170004G,plot,B4I_2025_IL_731,36,69,96.52,30,59,76.2,15,12,4,151,146
B4I_2025_IL,2025,IL,1,5,7,32,732,IL22-3262,NDP250189G,plot,B4I_2025_IL_732,48,70,86.36,35,50,66.04,18,5,2,146,151
B4I_2025_IL,2025,IL,1,5,7,33,733,IL23-2843,NDP170054Y,plot,B4I_2025_IL_733,36,66,86.36,27,49,76.2,22,6,1,150,146
B4I_2025_IL,2025,IL,1,5,7,34,734,IL21-4178,NDP150106G,plot,B4I_2025_IL_734,44,71,86.36,33,48,71.12,22,5,1,146,147
B4I_2025_IL,2025,IL,1,5,7,35,735,IL22-2961,NDP170054Y,plot,B4I_2025_IL_735,38,68,96.52,33,59,60.96,24,4,1,148,147
B4I_2025_IL,2025,IL,1,6,7,36,736,IL21-7822,ND VICTORY,plot,B4I_2025_IL_736,44,68,81.28,32,55,71.12,20,7,2,146,151
B4I_2025_IL,2025,IL,1,6,7,37,737,IL21-7653,NDP170111G,plot,B4I_2025_IL_737,42,73,88.9,31,42,66.04,17,9,2,142,145
B4I_2025_IL,2025,IL,1,6,7,38,738,IL19-6432,NDP250048Y,plot,B4I_2025_IL_738,37,70,86.36,29,54,60.96,20,8,1,148,147
B4I_2025_IL,2025,IL,1,6,7,39,739,IL19-1222,NDP170027G,plot,B4I_2025_IL_739,42,79,96.52,32,61,76.2,12,4,4,147,146
B4I_2025_IL,2025,IL,1,6,7,40,740,IL21-4039,NDP250072Y,plot,B4I_2025_IL_740,44,67,81.28,33,50,86.36,15,6,2,147,152
B4I_2025_IL,2025,IL,1,8,8,40,801,IL23-1628,NDP250186G,plot,B4I_2025_IL_801,48,84,91.44,30,55,71.12,18,4,2,144,153
B4I_2025_IL,2025,IL,1,8,8,39,802,IL23-2443,NDP170084G,plot,B4I_2025_IL_802,42,70,86.36,40,55,81.28,25,5,1,150,150
B4I_2025_IL,2025,IL,1,8,8,38,803,IL23-963,NDP160153Y,plot,B4I_2025_IL_803,40,69,91.44,39,54,55.88,20,5,1,153,151
B4I_2025_IL,2025,IL,1,8,8,37,804,IL23-4543,NDP250095Y,plot,B4I_2025_IL_804,41,73,81.28,37,53,66.04,17,8,1,145,150
B4I_2025_IL,2025,IL,1,8,8,36,805,IL23-2253,NDP170181Y,plot,B4I_2025_IL_805,43,75,96.52,44,59,60.96,20,6,3,150,149
B4I_2025_IL,2025,IL,1,7,8,35,806,IL23-1619,NDP170133G,plot,B4I_2025_IL_806,44,85,96.52,39,64,86.36,12,6,3,145,150
B4I_2025_IL,2025,IL,1,7,8,34,807,IL23-4469,NDP250106G,plot,B4I_2025_IL_807,42,75,86.36,33,53,60.96,19,7,1,150,153
B4I_2025_IL,2025,IL,1,7,8,33,808,IL23-271,NDP250173Y,plot,B4I_2025_IL_808,47,77,91.44,43,68,66.04,19,6,1,150,146
B4I_2025_IL,2025,IL,1,7,8,32,809,IL19-7058,NDP121711R,plot,B4I_2025_IL_809,44,69,91.44,28,53,60.96,22,5,0,148,150
B4I_2025_IL,2025,IL,1,7,8,31,810,IL23-1815,NDP250179Y,plot,B4I_2025_IL_810,38,69,96.52,36,56,76.2,19,7,1,150,149
B4I_2025_IL,2025,IL,1,8,8,30,811,IL23-3675,NDP250073Y,plot,B4I_2025_IL_811,42,76,106.68,37,53,81.28,22,5,2,148,147
B4I_2025_IL,2025,IL,1,8,8,29,812,IL21-6257,NDP250105G,plot,B4I_2025_IL_812,46,81,101.6,43,60,81.28,22,5,2,148,150
B4I_2025_IL,2025,IL,1,8,8,28,813,IL23-4079,NDP150210Y,plot,B4I_2025_IL_813,44,71,101.6,39,52,76.2,24,4,1,151,154
B4I_2025_IL,2025,IL,1,8,8,27,814,IL23-4546,NDP250076Y,plot,B4I_2025_IL_814,40,72,91.44,33,59,71.12,16,6,1,146,146
B4I_2025_IL,2025,IL,1,8,8,26,815,IL19-6345,NDP250067Y,plot,B4I_2025_IL_815,43,70,86.36,34,62,71.12,13,5,1,148,148
B4I_2025_IL,2025,IL,1,7,8,25,816,IL23-1462,NDP250177Y,plot,B4I_2025_IL_816,38,70,96.52,28,47,60.96,19,6,0,148,147
B4I_2025_IL,2025,IL,1,7,8,24,817,IL23-3838,NDP250167Y,plot,B4I_2025_IL_817,45,78,106.68,37,66,55.88,20,8,3,148,149
B4I_2025_IL,2025,IL,1,7,8,23,818,IL23-1431,NDP250149G,plot,B4I_2025_IL_818,48,84,96.52,35,66,71.12,20,6,4,145,151
B4I_2025_IL,2025,IL,1,7,8,22,819,IL23-4144,NDP250076Y,plot,B4I_2025_IL_819,45,81,106.68,40,55,60.96,23,2,1,151,149
B4I_2025_IL,2025,IL,1,7,8,21,820,IL20-8456,NDP170153Y,plot,B4I_2025_IL_820,40,77,81.28,40,66,81.28,17,8,1,146,150
B4I_2025_IL,2025,IL,1,6,8,20,821,IL23-3545,NDP250073Y,plot,B4I_2025_IL_821,42,72,106.68,31,58,71.12,25,6,1,150,147
B4I_2025_IL,2025,IL,1,6,8,19,822,IL23-2253,NDP250039Y,plot,B4I_2025_IL_822,36,70,101.6,32,52,91.44,14,5,2,151,153
B4I_2025_IL,2025,IL,1,6,8,18,823,IL23-415,NDP170089G,plot,B4I_2025_IL_823,41,68,96.52,39,66,71.12,18,4,5,150,144
B4I_2025_IL,2025,IL,1,6,8,17,824,IL23-1619,NDP250069Y,plot,B4I_2025_IL_824,50,76,101.6,41,57,66.04,15,7,1,146,152
B4I_2025_IL,2025,IL,1,6,8,16,825,IL22-5070,NDP250116G,plot,B4I_2025_IL_825,44,77,96.52,39,54,76.2,15,8,2,146,151
B4I_2025_IL,2025,IL,1,5,8,15,826,IL23-3576,NDP250130Y,plot,B4I_2025_IL_826,46,76,101.6,36,51,71.12,15,5,1,150,152
B4I_2025_IL,2025,IL,1,5,8,14,827,IL23-267,NDP250090Y,plot,B4I_2025_IL_827,44,69,86.36,40,54,71.12,23,6,2,153,151
B4I_2025_IL,2025,IL,1,5,8,13,828,IL23-907,NDP250037Y,plot,B4I_2025_IL_828,40,72,96.52,44,61,66.04,19,4,5,152,146
B4I_2025_IL,2025,IL,1,5,8,12,829,IL22-948,NDP170328G,plot,B4I_2025_IL_829,48,84,106.68,39,57,76.2,21,6,6,149,146
B4I_2025_IL,2025,IL,1,5,8,11,830,IL15-2064,NDP250074Y,plot,B4I_2025_IL_830,45,82,101.6,40,63,76.2,13,6,3,149,153
B4I_2025_IL,2025,IL,1,6,8,10,831,IL23-1644,NDP170183Y,plot,B4I_2025_IL_831,46,83,91.44,37,58,71.12,19,6,2,146,150
B4I_2025_IL,2025,IL,1,6,8,9,832,IL21-753,NDP250089Y,plot,B4I_2025_IL_832,44,74,91.44,35,54,76.2,16,8,2,149,152
B4I_2025_IL,2025,IL,1,6,8,8,833,IL23-1037,NDP250059Y,plot,B4I_2025_IL_833,43,74,91.44,37,65,86.36,11,6,2,148,155
B4I_2025_IL,2025,IL,1,6,8,7,834,IL23-3730,NDP250147G,plot,B4I_2025_IL_834,42,74,91.44,39,57,71.12,18,5,2,154,152
B4I_2025_IL,2025,IL,1,6,8,6,835,IL21-6116,NDP170200Y,plot,B4I_2025_IL_835,48,72,91.44,44,58,71.12,14,6,1,148,151
B4I_2025_IL,2025,IL,1,5,8,5,836,IL23-1668,NDP120083Y,plot,B4I_2025_IL_836,43,80,91.44,38,62,66.04,18,5,1,145,151
B4I_2025_IL,2025,IL,1,5,8,4,837,IL22-5365,NDP250123Y,plot,B4I_2025_IL_837,47,76,96.52,40,57,55.88,17,7,3,148,145
B4I_2025_IL,2025,IL,1,5,8,3,838,IL23-4542,NDP150221G,plot,B4I_2025_IL_838,40,66,91.44,35,49,66.04,11,8,1,149,153
B4I_2025_IL,2025,IL,1,5,8,2,839,IL22-3146,NDP140510Y,plot,B4I_2025_IL_839,51,85,101.6,44,60,60.96,13,7,3,147,148
B4I_2025_IL,2025,IL,1,5,8,1,840,IL23-957,NDP170245Y,plot,B4I_2025_IL_840,40,76,91.44,35,59,71.12,16,7,2,150,148
B4I_2025_IL,2025,IL,1,7,9,1,901,IL22-3958,NDP250106G,plot,B4I_2025_IL_901,41,80,96.52,30,52,66.04,22,5,3,146,151
B4I_2025_IL,2025,IL,1,7,9,2,902,IL21-5956,NDP250033Y,plot,B4I_2025_IL_902,43,70,91.44,36,53,66.04,23,8,1,149,148
B4I_2025_IL,2025,IL,1,7,9,3,903,IL23-1842,NDP250051Y,plot,B4I_2025_IL_903,41,66,91.44,33,54,60.96,17,4,1,149,147
B4I_2025_IL,2025,IL,1,7,9,4,904,IL23-453,NDP250127Y,plot,B4I_2025_IL_904,39,60,91.44,36,48,55.88,17,7,1,150,146
B4I_2025_IL,2025,IL,1,7,9,5,905,IL22-4050,NDP250156Y,plot,B4I_2025_IL_905,47,86,96.52,35,55,60.96,26,6,3,145,151
B4I_2025_IL,2025,IL,1,8,9,6,906,IL23-1608,NDP250165Y,plot,B4I_2025_IL_906,47,70,81.28,41,53,60.96,21,7,3,145,148
B4I_2025_IL,2025,IL,1,8,9,7,907,IL23-1806,NDP250187G,plot,B4I_2025_IL_907,38,67,91.44,32,52,71.12,15,6,3,151,151
B4I_2025_IL,2025,IL,1,8,9,8,908,IL23-3312,NDP250158Y,plot,B4I_2025_IL_908,41,66,86.36,36,62,71.12,20,7,3,148,152
B4I_2025_IL,2025,IL,1,8,9,9,909,IL20-7841,NDP250083Y,plot,B4I_2025_IL_909,39,73,101.6,30,48,60.96,19,7,0,149,151
B4I_2025_IL,2025,IL,1,8,9,10,910,IL23-1206,NDP250093Y,plot,B4I_2025_IL_910,38,61,91.44,31,52,60.96,20,4,2,151,150
B4I_2025_IL,2025,IL,1,7,9,11,911,IL23-422,NDP250039Y,plot,B4I_2025_IL_911,42,77,91.44,33,57,76.2,21,7,1,151,153
B4I_2025_IL,2025,IL,1,7,9,12,912,IL23-951,NDP121714R,plot,B4I_2025_IL_912,34,75,91.44,25,42,50.8,20,5,1,153,148
B4I_2025_IL,2025,IL,1,7,9,13,913,IL23-971,NDP250170Y,plot,B4I_2025_IL_913,34,72,91.44,28,53,60.96,15,5,3,152,150
B4I_2025_IL,2025,IL,1,7,9,14,914,IL21-8143,NDP250164Y,plot,B4I_2025_IL_914,45,79,86.36,38,53,71.12,19,5,2,145,147
B4I_2025_IL,2025,IL,1,7,9,15,915,IL20-1037,NDP170057G,plot,B4I_2025_IL_915,43,80,96.52,34,60,66.04,11,8,1,146,147
B4I_2025_IL,2025,IL,1,8,9,16,916,IL19-6432,ND VICTORY,plot,B4I_2025_IL_916,48,74,91.44,40,64,86.36,15,5,3,149,151
B4I_2025_IL,2025,IL,1,8,9,17,917,IL23-3228,NDP150084Y,plot,B4I_2025_IL_917,38,68,96.52,32,57,55.88,14,4,4,152,146
B4I_2025_IL,2025,IL,1,8,9,18,918,IL23-3443,NDP250100Y,plot,B4I_2025_IL_918,35,65,96.52,35,52,71.12,18,3,2,149,153
B4I_2025_IL,2025,IL,1,8,9,19,919,IL23-2963,NDP250080Y,plot,B4I_2025_IL_919,37,70,91.44,34,53,66.04,16,6,1,152,150
B4I_2025_IL,2025,IL,1,8,9,20,920,IL23-3312,NDP250152Y,plot,B4I_2025_IL_920,38,68,86.36,37,56,66.04,20,10,1,148,145
B4I_2025_IL,2025,IL,1,7,9,21,921,IL19-4877,NDP170153Y,plot,B4I_2025_IL_921,44,84,96.52,44,66,86.36,17,5,2,147,149
B4I_2025_IL,2025,IL,1,7,9,22,922,IL23-3669,NDP250097Y,plot,B4I_2025_IL_922,44,81,96.52,37,55,60.96,20,5,2,148,144
B4I_2025_IL,2025,IL,1,7,9,23,923,IL23-1842,NDP250125Y,plot,B4I_2025_IL_923,39,71,91.44,34,57,55.88,12,9,0,150,151
B4I_2025_IL,2025,IL,1,7,9,24,924,IL22-3365,NDP250173Y,plot,B4I_2025_IL_924,42,90,106.68,39,67,81.28,17,4,4,146,148
B4I_2025_IL,2025,IL,1,7,9,25,925,IL23-965,NDP170056G,plot,B4I_2025_IL_925,41,81,101.6,40,60,71.12,21,7,3,152,145
B4I_2025_IL,2025,IL,1,8,9,26,926,IL23-4243,NDP250061Y,plot,B4I_2025_IL_926,42,81,91.44,39,67,71.12,19,6,3,146,148
B4I_2025_IL,2025,IL,1,8,9,27,927,IL20-615,NDP150179Y,plot,B4I_2025_IL_927,41,80,86.36,38,65,76.2,15,7,2,145,147
B4I_2025_IL,2025,IL,1,8,9,28,928,IL23-971,NDP250094Y,plot,B4I_2025_IL_928,37,75,96.52,36,52,66.04,24,5,2,152,150
B4I_2025_IL,2025,IL,1,8,9,29,929,IL23-543,NDP250063Y,plot,B4I_2025_IL_929,41,77,96.52,37,55,66.04,21,4,2,152,150
