studyName,studyYear,studyLoc,replicate,blockNumber,rowNumber,colNumber,plotNumber,germplasmName,intercropGermplasmName,observationLevel,observationUnitName,Oat_Height_1,Oat_Height_2,Oat_Height_3,Pea_Height_1,Pea_Height_2,Pea_Height_3,Oat_establishment,Pea_establishment,Lodging,Oat_Heading_Date,Pea_Flowering_Date
B4I_2025_IA,2025,IA,1,2,7,6,2044,IL23-4721,NDP170185Y,plot,B4I_2025_IA_2044,18.666666666666668,53.333333333333336,77.66666666666667,20.666666666666668,60,87.66666666666667,8.666666666666666,4,7,154,158
B4I_2025_IA,2025,IA,1,2,7,5,2045,IL23-1228,NDP250074Y,plot,B4I_2025_IA_2045,15.666666666666666,44.333333333333336,79.66666666666667,16.666666666666668,53,79.66666666666667,8.666666666666666,4.666666666666667,2,159,160
B4I_2025_IA,2025,IA,1,2,7,4,2046,IL23-1644,NDP170202Y,plot,B4I_2025_IA_2046,21.666666666666668,50.666666666666664,71.33333333333333,23,58.666666666666664,70,11,5.666666666666667,2,151,157
B4I_2025_IA,2025,IA,1,2,7,3,2047,IL23-3443,NDP250100Y,plot,B4I_2025_IA_2047,8.666666666666666,35,71.66666666666667,16.333333333333332,47.333333333333336,64.66666666666667,9,4.333333333333333,0,159,160
B4I_2025_IA,2025,IA,1,2,7,2,2048,IL23-959,NDP250184G,plot,B4I_2025_IA_2048,18.666666666666668,55.333333333333336,76,19.333333333333332,53.666666666666664,67.33333333333333,13,5,1,157,158
B4I_2025_IA,2025,IA,1,2,8,2,2049,IL23-1608,NDP250159Y,plot,B4I_2025_IA_2049,22,52.333333333333336,70.66666666666667,23.666666666666668,60,78,13,7.666666666666667,4,152,157
B4I_2025_IA,2025,IA,1,2,8,3,2050,IL19-7048,NDP250152Y,plot,B4I_2025_IA_2050,21,50,69,19.666666666666668,60,72.33333333333333,10.333333333333334,6.333333333333333,9,152,151
B4I_2025_IA,2025,IA,1,2,8,4,2051,IL23-2235,NDP170101G,plot,B4I_2025_IA_2051,18,53.666666666666664,77,18.666666666666668,55.333333333333336,76.33333333333333,9.333333333333334,6.666666666666667,8,156,157
B4I_2025_IA,2025,IA,1,2,8,5,2052,IL23-669,NDP250173Y,plot,B4I_2025_IA_2052,19.333333333333332,57.333333333333336,76,18.333333333333332,56,78,9,4.666666666666667,6,157,155
B4I_2025_IA,2025,IA,1,2,8,6,2053,IL23-3565,NDP150106G,plot,B4I_2025_IA_2053,16.666666666666668,52,75,16.666666666666668,59.333333333333336,72.66666666666667,11,4.666666666666667,8,157,153
B4I_2025_IA,2025,IA,1,2,8,7,2054,IL19-5467,NDP150476G,plot,B4I_2025_IA_2054,20.666666666666668,63.333333333333336,84.33333333333333,18.333333333333332,57,77,10.666666666666666,4.666666666666667,7,155,149
B4I_2025_IA,2025,IA,1,2,8,8,2055,IL21-5917,NDP150232Y,plot,B4I_2025_IA_2055,18.666666666666668,56,79.33333333333333,22,61.333333333333336,87.66666666666667,7.333333333333333,6,5,157,158
B4I_2025_IA,2025,IA,1,2,8,9,2056,IL22-4235,NDP170012G,plot,B4I_2025_IA_2056,21,70.33333333333333,79.66666666666667,14.333333333333334,63.333333333333336,43.333333333333336,11,4.333333333333333,8,156,150
B4I_2025_IA,2025,IA,1,2,9,9,2057,IL23-1259,NDP250105G,plot,B4I_2025_IA_2057,19,62.333333333333336,84,19,59,71,9,6.333333333333333,8,156,155
B4I_2025_IA,2025,IA,1,2,9,8,2058,IL23-415,NDP250184G,plot,B4I_2025_IA_2058,18.333333333333332,44.666666666666664,77.66666666666667,14.333333333333334,46.666666666666664,70,6.333333333333333,3.6666666666666665,7,158,157
B4I_2025_IA,2025,IA,1,2,9,7,2059,IL23-267,NDP250033Y,plot,B4I_2025_IA_2059,19.666666666666668,58,78,19.333333333333332,58,71.66666666666667,15.333333333333334,6.333333333333333,7,155,154
B4I_2025_IA,2025,IA,1,2,9,6,2060,IL23-3874,NDP250189G,plot,B4I_2025_IA_2060,21,55.666666666666664,80.33333333333333,15,60,77,10.333333333333334,4,7,155,157
B4I_2025_IA,2025,IA,1,2,9,5,2061,IL23-1655,NDP170011G,plot,B4I_2025_IA_2061,18.666666666666668,57.333333333333336,71.66666666666667,19.666666666666668,64.33333333333333,77,9,7,5,152,155
B4I_2025_IA,2025,IA,1,2,9,4,2062,IL23-1165,NDP250147G,plot,B4I_2025_IA_2062,20.333333333333332,51.333333333333336,70.66666666666667,19,57,76,9.333333333333334,4.333333333333333,7,156,157
B4I_2025_IA,2025,IA,1,2,9,3,2063,IL23-3730,NDP150231Y,plot,B4I_2025_IA_2063,20.666666666666668,54.666666666666664,71.66666666666667,22.333333333333332,58.333333333333336,68.67,9.666666666666666,4.666666666666667,6,159,155
B4I_2025_IA,2025,IA,1,2,9,2,2064,IL23-3635,NDP170054Y,plot,B4I_2025_IA_2064,15.666666666666666,55.333333333333336,83,17.666666666666668,51,69,7.333333333333333,4,7,155,152
B4I_2025_IA,2025,IA,1,2,10,2,2065,IL23-3635,NDP250189G,plot,B4I_2025_IA_2065,21.333333333333332,51,80.66666666666667,16.666666666666668,48.666666666666664,69,13,5.333333333333333,5,154,158
B4I_2025_IA,2025,IA,1,2,10,3,2066,IL23-3576,NDP250164Y,plot,B4I_2025_IA_2066,19.333333333333332,55.666666666666664,74.33333333333333,21.666666666666668,58.666666666666664,72.33333333333333,12.666666666666666,6.333333333333333,6,157,154
B4I_2025_IA,2025,IA,1,2,10,4,2067,IL23-3621,NDP250096Y,plot,B4I_2025_IA_2067,16.666666666666668,38.333333333333336,79,14.666666666666666,41,59.333333333333336,9.666666666666666,5.666666666666667,2,157,159
B4I_2025_IA,2025,IA,1,2,10,5,2068,IL23-259,NDP250028Y,plot,B4I_2025_IA_2068,23.333333333333332,54.333333333333336,76.33333333333333,21,56.333333333333336,67.33333333333333,9.666666666666666,6.666666666666667,5,155,156
B4I_2025_IA,2025,IA,1,2,10,6,2069,IL23-1228,NDP250163Y,plot,B4I_2025_IA_2069,14,50.333333333333336,79.66666666666667,17.333333333333332,58,82.33333333333333,12.333333333333334,3,7,158,155
B4I_2025_IA,2025,IA,1,2,10,7,2070,IL23-906,NDP250034Y,plot,B4I_2025_IA_2070,20,53.333333333333336,86,19.333333333333332,55.666666666666664,76,9,4.333333333333333,7,158,155
B4I_2025_IA,2025,IA,1,2,10,8,2071,IL23-3829,ND VICTORY,plot,B4I_2025_IA_2071,19.666666666666668,53.333333333333336,79.66666666666667,19,63,88.66666666666667,11.333333333333334,4.666666666666667,6,157,157
B4I_2025_IA,2025,IA,1,2,10,9,2072,IL23-3710,NDP120181Y,plot,B4I_2025_IA_2072,20.333333333333332,65,79.33333333333333,19.666666666666668,59,80.66666666666667,7,5.666666666666667,6,157,155
B4I_2025_IA,2025,IA,1,2,11,9,2073,IL19-511,NDP250079Y,plot,B4I_2025_IA_2073,19.666666666666668,63,83,20.666666666666668,59,81,10.333333333333334,4.333333333333333,5,157,156
B4I_2025_IA,2025,IA,1,2,11,8,2074,IL23-1775,NDP150218Y,plot,B4I_2025_IA_2074,20.333333333333332,46,65.33333333333333,17,53.666666666666664,77.66666666666667,10,3.3333333333333335,8,157,157
B4I_2025_IA,2025,IA,1,2,11,7,2075,IL23-1163,NDP250091Y,plot,B4I_2025_IA_2075,17.333333333333332,55.666666666666664,75.66666666666667,13.666666666666666,48.333333333333336,79.66666666666667,7.333333333333333,5,8,157,160
B4I_2025_IA,2025,IA,1,2,11,6,2076,IL21-3542,NDP250160Y,plot,B4I_2025_IA_2076,14,47,73,10,51.666666666666664,72.33333333333333,6,3.6666666666666665,8,158,153
B4I_2025_IA,2025,IA,1,2,11,5,2077,IL23-1165,NDP250116G,plot,B4I_2025_IA_2077,19,53,70,20.333333333333332,58.666666666666664,76,8.333333333333334,8,7,156,155
B4I_2025_IA,2025,IA,1,2,11,4,2078,IL23-4144,ND DAWN,plot,B4I_2025_IA_2078,18,43.333333333333336,77.66666666666667,17.333333333333332,47.666666666666664,66.66666666666667,10,3.6666666666666665,7,160,154
B4I_2025_IA,2025,IA,1,2,11,3,2079,IL23-423,NDP170133G,plot,B4I_2025_IA_2079,22.666666666666668,59,50.333333333333336,21,64.33333333333333,32.333333333333336,10,4.333333333333333,9,157,154
B4I_2025_IA,2025,IA,1,2,11,2,2080,IL19-6432,NDP250093Y,plot,B4I_2025_IA_2080,21,56,78.66666666666667,19,53.333333333333336,66.33333333333333,13.333333333333334,3.3333333333333335,1,157,157
B4I_2025_IA,2025,IA,1,2,12,2,2081,IL23-524,NDP170111G,plot,B4I_2025_IA_2081,16,45.666666666666664,70.66666666666667,16,42.666666666666664,46.333333333333336,10.333333333333334,5.333333333333333,7,157,154
B4I_2025_IA,2025,IA,1,2,12,3,2082,IL23-1859,NDP250133G,plot,B4I_2025_IA_2082,17,52.666666666666664,69.66666666666667,22.666666666666668,65,85.33333333333333,8,6.333333333333333,7,157,152
B4I_2025_IA,2025,IA,1,2,12,4,2083,IL23-1410,NDP250133G,plot,B4I_2025_IA_2083,20.333333333333332,54,79,21.666666666666668,56.333333333333336,78,8,4,7,158,152
B4I_2025_IA,2025,IA,1,2,12,5,2084,IL23-660,NDP250081Y,plot,B4I_2025_IA_2084,18,47,75.66666666666667,18.666666666666668,47.666666666666664,74.66666666666667,11.666666666666666,4.333333333333333,2,155,160
B4I_2025_IA,2025,IA,1,2,12,6,2085,IL22-1019,NDP250050Y,plot,B4I_2025_IA_2085,15.333333333333334,46,76.66666666666667,16.333333333333332,53.333333333333336,77.33333333333333,7.666666666666667,3.3333333333333335,2,155,157
B4I_2025_IA,2025,IA,1,2,12,7,2086,IL23-3621,NDP160188Y,plot,B4I_2025_IA_2086,16.333333333333332,51.666666666666664,85,19,56.666666666666664,76,11.333333333333334,5.666666666666667,3,156,152
B4I_2025_IA,2025,IA,1,2,12,8,2087,IL23-2253,NDP250157Y,plot,B4I_2025_IA_2087,18,51,78.33333333333333,18.333333333333332,56,76.33333333333333,8,4.666666666666667,3,157,156
B4I_2025_IA,2025,IA,1,2,12,9,2088,IL23-1815,NDP250148G,plot,B4I_2025_IA_2088,18.666666666666668,57,78.66666666666667,21,55.666666666666664,72,6.666666666666667,5,4,158,157
B4I_2025_IA,2025,IA,1,2,13,9,2089,IL23-1450,ND DAWN,plot,B4I_2025_IA_2089,17.333333333333332,57,83,20,52.333333333333336,64.33333333333333,11.333333333333334,3.6666666666666665,7,157,153
B4I_2025_IA,2025,IA,1,2,13,8,2090,IL23-259,NDP170017G,plot,B4I_2025_IA_2090,19.666666666666668,53.333333333333336,78.33333333333333,18,57.666666666666664,65,10,2.6666666666666665,3,156,155
B4I_2025_IA,2025,IA,1,2,13,7,2091,IL23-971,NDP170156Y,plot,B4I_2025_IA_2091,18,54,81.66666666666667,20.666666666666668,53.333333333333336,70.66666666666667,15.666666666666666,3.6666666666666665,3,157,155
B4I_2025_IA,2025,IA,1,2,13,6,2092,IL23-723,NDP250172Y,plot,B4I_2025_IA_2092,17.333333333333332,57.333333333333336,86,15.666666666666666,60,78,13,4,5,159,155
B4I_2025_IA,2025,IA,1,2,13,5,2093,IL23-247,NDP250184G,plot,B4I_2025_IA_2093,18,49,68.33333333333333,17.666666666666668,53.666666666666664,72.66666666666667,7.666666666666667,6.333333333333333,8,159,159
B4I_2025_IA,2025,IA,1,2,13,4,2094,IL23-1421,NDP250074Y,plot,B4I_2025_IA_2094,19,49,78.66666666666667,15.333333333333334,49.666666666666664,81.33333333333333,11.666666666666666,6,3,158,160
B4I_2025_IA,2025,IA,1,2,13,3,2095,IL23-1644,NDP250057G,plot,B4I_2025_IA_2095,19.333333333333332,53.333333333333336,63,18,58,81.33333333333333,8.666666666666666,6,7,152,154
B4I_2025_IA,2025,IA,1,2,13,2,2096,IL23-2942,NDP250041Y,plot,B4I_2025_IA_2096,18.333333333333332,48.333333333333336,76.66666666666667,16,52.666666666666664,72,8.666666666666666,4,4,158,161
B4I_2025_IA,2025,IA,1,2,14,2,2097,IL21-4039,NDP120083Y,plot,B4I_2025_IA_2097,18.333333333333332,56,72.66666666666667,20,52.666666666666664,68.33333333333333,7.666666666666667,4.333333333333333,1,154,157
B4I_2025_IA,2025,IA,1,2,14,3,2098,IL20-8446,NDP250150G,plot,B4I_2025_IA_2098,18.666666666666668,51,70.66666666666667,17.333333333333332,56.333333333333336,71.33333333333333,9,6.333333333333333,4,152,153
B4I_2025_IA,2025,IA,1,2,14,4,2099,IL23-1613,NDP170110Y,plot,B4I_2025_IA_2099,22.666666666666668,58.333333333333336,84.33333333333333,19,63,78,12.666666666666666,4,8,152,154
B4I_2025_IA,2025,IA,1,2,14,5,2100,IL23-1815,NDP250169Y,plot,B4I_2025_IA_2100,16.666666666666668,49.666666666666664,70.33333333333333,19,63,81.66666666666667,9,6,1,158,155
B4I_2025_IA,2025,IA,1,2,14,6,2101,IL23-558,NDP150179Y,plot,B4I_2025_IA_2101,15.666666666666666,52,79.66666666666667,14,54.333333333333336,69.33333333333333,10.666666666666666,5.666666666666667,7,160,155
B4I_2025_IA,2025,IA,1,2,14,7,2102,IL20-8446,NDP250089Y,plot,B4I_2025_IA_2102,16.333333333333332,52.333333333333336,72.33666666666667,19.666666666666668,58.333333333333336,74,11.666666666666666,4.333333333333333,1,157,157
B4I_2025_IA,2025,IA,1,2,14,8,2103,IL23-2134,NDP250149G,plot,B4I_2025_IA_2103,20.333333333333332,55,66.66666666666667,16.666666666666668,53.666666666666664,65,7.333333333333333,5.666666666666667,6,155,157
B4I_2025_IA,2025,IA,1,2,14,9,2104,IL23-1209,NDP250080Y,plot,B4I_2025_IA_2104,15.333333333333334,52,72.66666666666667,16,46.666666666666664,58.666666666666664,6.666666666666667,4.333333333333333,7,157,157
B4I_2025_IA,2025,IA,1,2,15,9,2105,IL23-250,NDP170101G,plot,B4I_2025_IA_2105,17.333333333333332,60.666666666666664,72,16,55.333333333333336,69,9,5,7,157,157
B4I_2025_IA,2025,IA,1,2,15,8,2106,IL23-652,NDP170017G,plot,B4I_2025_IA_2106,18.333333333333332,53,79,18,57,72.66666666666667,8.333333333333334,6.666666666666667,4,156,155
B4I_2025_IA,2025,IA,1,2,15,7,2107,IL23-1228,NDP170161Y,plot,B4I_2025_IA_2107,18,61,75,18.333333333333332,65.33333333333333,74,9.333333333333334,4.666666666666667,7,157,157
B4I_2025_IA,2025,IA,1,2,15,6,2108,IL23-3655,NDP250080Y,plot,B4I_2025_IA_2108,17.333333333333332,55.666666666666664,90.66666666666667,15.666666666666666,57,80,11.333333333333334,6.333333333333333,5,157,155
B4I_2025_IA,2025,IA,1,2,15,5,2109,IL23-3434,NDP170057G,plot,B4I_2025_IA_2109,11.666666666666666,41,74,12,50.333333333333336,69.33333333333333,9.666666666666666,5.666666666666667,6,158,154
B4I_2025_IA,2025,IA,1,2,15,4,2110,IL22-2364,NDP250059Y,plot,B4I_2025_IA_2110,20.666666666666668,56,75,18.333333333333332,56.333333333333336,82.66666666666667,12,3.6666666666666665,8,153,160
B4I_2025_IA,2025,IA,1,2,15,3,2111,IL22-4459,NDP250157Y,plot,B4I_2025_IA_2111,13.333333333333334,41.666666666666664,61,15.666666666666666,48.666666666666664,70,10.333333333333334,3.6666666666666665,2,158,157
B4I_2025_IA,2025,IA,1,2,15,2,2112,IL23-1632,NDP170027G,plot,B4I_2025_IA_2112,24.333333333333332,54.333333333333336,76.33333333333333,23.666666666666668,60.333333333333336,75.66666666666667,8.333333333333334,2.6666666666666665,7,151,153
B4I_2025_IA,2025,IA,1,2,16,2,2113,IL23-3675,NDP250165Y,plot,B4I_2025_IA_2113,21.333333333333332,60.333333333333336,84.33333333333333,21.333333333333332,56,74.66666666666667,10,6,7,155,154
B4I_2025_IA,2025,IA,1,2,16,3,2114,IL21-4043,NDP250057G,plot,B4I_2025_IA_2114,19,54,67.66666666666667,20.666666666666668,58.666666666666664,82,10,5,8,155,154
B4I_2025_IA,2025,IA,1,2,16,4,2115,IL20-6928,NDP121714R,plot,B4I_2025_IA_2115,20,50,74,8.333333333333334,47.666666666666664,57,9,5.333333333333333,1,154,155
B4I_2025_IA,2025,IA,1,2,16,5,2116,IL23-4572,NDP170043G,plot,B4I_2025_IA_2116,19.333333333333332,49.666666666666664,70.66666666666667,11.666666666666666,55,55,9,5,7,154,152
B4I_2025_IA,2025,IA,1,2,16,6,2117,IL23-652,NDP170039G,plot,B4I_2025_IA_2117,18.333333333333332,61,81.33333333333333,15.666666666666666,59.666666666666664,65.66666666666667,10.666666666666666,4.666666666666667,6,156,153
B4I_2025_IA,2025,IA,1,2,16,7,2118,IL21-5956,NDP170012G,plot,B4I_2025_IA_2118,19,64.66666666666667,83,20.666666666666668,65.66666666666667,74.33333333333333,10,4,7,157,151
B4I_2025_IA,2025,IA,1,2,16,8,2119,IL23-4542,NDP170181Y,plot,B4I_2025_IA_2119,15.333333333333334,55,73.66666666666667,20,59.333333333333336,76.33333333333333,6.666666666666667,4.333333333333333,3,156,157
B4I_2025_IA,2025,IA,1,2,16,9,2120,IL23-943,NDP250095Y,plot,B4I_2025_IA_2120,16.333333333333332,53.333333333333336,80.33333333333333,14.333333333333334,54.666666666666664,72.33333333333333,8,4.666666666666667,3,157,155
B4I_2025_IA,2025,IA,1,2,17,9,2121,IL23-951,NDP150221G,plot,B4I_2025_IA_2121,19.333333333333332,57,78.66666666666667,19,54,65.66666666666667,10.333333333333334,4,5,158,157
B4I_2025_IA,2025,IA,1,2,17,8,2122,IL21-753,NDP250166Y,plot,B4I_2025_IA_2122,17.333333333333332,42.333333333333336,68,17,47,71.66666666666667,8.333333333333334,2,2,157,155
B4I_2025_IA,2025,IA,1,2,17,7,2123,IL21-5955,NDP170153Y,plot,B4I_2025_IA_2123,21.333333333333332,65.33333333333333,80.66666666666667,22.333333333333332,63.666666666666664,81.33333333333333,10.666666666666666,6,4,157,155
B4I_2025_IA,2025,IA,1,2,17,6,2124,IL23-2134,NDP170011G,plot,B4I_2025_IA_2124,14.333333333333334,47,67,14.666666666666666,55.666666666666664,66,10.666666666666666,5,8,155,155
B4I_2025_IA,2025,IA,1,2,17,5,2125,IL23-1847,NDP150338Y,plot,B4I_2025_IA_2125,16.666666666666668,54,78,14.333333333333334,60.333333333333336,78.33333333333333,10,6.333333333333333,3,158,157
B4I_2025_IA,2025,IA,1,2,17,4,2126,IL23-4554,NDP250085Y,plot,B4I_2025_IA_2126,18.333333333333332,49.666666666666664,67.66666666666667,19,59.333333333333336,71.66666666666667,10,4,3,152,157
B4I_2025_IA,2025,IA,1,2,17,3,2127,IL20-677,NDP170001G,plot,B4I_2025_IA_2127,22,57.333333333333336,76,19.333333333333332,60.666666666666664,70.33333333333333,11,3.3333333333333335,8,155,153
B4I_2025_IA,2025,IA,1,2,17,2,2128,IL23-1775,NDP250038Y,plot,B4I_2025_IA_2128,19.333333333333332,53.333333333333336,67.66666666666667,17,56.333333333333336,72,14.333333333333334,3.3333333333333335,3,153,160
B4I_2025_IA,2025,IA,1,2,18,2,2129,IL23-3731,NDP170182Y,plot,B4I_2025_IA_2129,17,50.666666666666664,74.33333333333333,16,51.666666666666664,74,5.333333333333333,2.6666666666666665,6,158,159
B4I_2025_IA,2025,IA,1,2,18,3,2130,IL23-1753,NDP250188G,plot,B4I_2025_IA_2130,20.666666666666668,57,72.33333333333333,14.333333333333334,53.666666666666664,64.33333333333333,10.333333333333334,5.666666666666667,8,158,160
B4I_2025_IA,2025,IA,1,2,18,4,2131,IL23-2134,NDP170011G,plot,B4I_2025_IA_2131,17,43,61.333333333333336,14.333333333333334,46.333333333333336,57,12,5.333333333333333,7,155,157
B4I_2025_IA,2025,IA,1,2,18,5,2132,IL23-1610,NDP140295G,plot,B4I_2025_IA_2132,21.333333333333332,56,77.66666666666667,22.333333333333332,60.666666666666664,75.33333333333333,9.666666666666666,5,5,152,158
B4I_2025_IA,2025,IA,1,2,18,6,2133,IL23-951,NDP170028G,plot,B4I_2025_IA_2133,12,29.666666666666668,66,13,49,54,11,2.6666666666666665,7,159,153
B4I_2025_IA,2025,IA,1,2,18,7,2134,IL23-4555,NDP250044Y,plot,B4I_2025_IA_2134,21,51.333333333333336,70.33333333333333,17.333333333333332,48,67.33333333333333,9.333333333333334,3.6666666666666665,3,153,159
B4I_2025_IA,2025,IA,1,2,18,8,2135,IL23-524,NDP250113G,plot,B4I_2025_IA_2135,17.666666666666668,54,72,18.666666666666668,55.666666666666664,60,9.666666666666666,4,7,158,156
B4I_2025_IA,2025,IA,1,2,18,9,2136,IL23-1614,NDP170182Y,plot,B4I_2025_IA_2136,19.666666666666668,56,79.66666666666667,17.333333333333332,45,58.666666666666664,9.333333333333334,3.6666666666666665,5,157,157
B4I_2025_IA,2025,IA,1,2,19,9,2137,IL23-771,NDP250052Y,plot,B4I_2025_IA_2137,19,50.666666666666664,75.66666666666667,20.333333333333332,50.666666666666664,58.666666666666664,10.333333333333334,6.333333333333333,0,157,153
B4I_2025_IA,2025,IA,1,2,19,8,2138,IL23-3312,NDP250158Y,plot,B4I_2025_IA_2138,14.666666666666666,43.333333333333336,68.66666666666667,12,47,67,12,3,1,156,159
B4I_2025_IA,2025,IA,1,2,19,7,2139,IL20-6928,NDP250120G,plot,B4I_2025_IA_2139,18,62.666666666666664,77,17.666666666666668,62,78,7,5,8,155,155
B4I_2025_IA,2025,IA,1,2,19,6,2140,IL23-957,NDP170011G,plot,B4I_2025_IA_2140,14.666666666666666,40.333333333333336,67,12.666666666666666,39.333333333333336,53.666666666666664,11.666666666666666,4.666666666666667,6,158,157
B4I_2025_IA,2025,IA,1,2,19,5,2141,IL23-1037,NDP150119G,plot,B4I_2025_IA_2141,19.666666666666668,52.333333333333336,76.33333333333333,19,62.666666666666664,68.66666666666667,9,4.666666666666667,9,155,152
B4I_2025_IA,2025,IA,1,2,19,4,2142,IL22-948,NDP170322Y,plot,B4I_2025_IA_2142,17,49,77,15.666666666666666,54.666666666666664,75,10.333333333333334,6.333333333333333,7,157,154
B4I_2025_IA,2025,IA,1,2,19,3,2143,IL23-2034,NDP170099G,plot,B4I_2025_IA_2143,18.666666666666668,56.666666666666664,52.666666666666664,23.666666666666668,65,37.333333333333336,9.666666666666666,4,9,157,151
B4I_2025_IA,2025,IA,1,2,19,2,2144,IL23-3576,NDP250164Y,plot,B4I_2025_IA_2144,18.333333333333332,52,69.66666666666667,20,46.666666666666664,62.333333333333336,7.333333333333333,4.333333333333333,2,157,155
B4I_2025_IA,2025,IA,1,2,20,2,2145,IL23-3857,NDP170336G,plot,B4I_2025_IA_2145,19.333333333333332,61.666666666666664,60,17,58,46.666666666666664,10.666666666666666,4,9,155,152
B4I_2025_IA,2025,IA,1,2,20,3,2146,IL23-1610,NDP250106G,plot,B4I_2025_IA_2146,24.666666666666668,49.333333333333336,70,15,48.666666666666664,68.33333333333333,8.666666666666666,6,8,153,158
B4I_2025_IA,2025,IA,1,2,20,4,2147,IL23-271,NDP250121Y,plot,B4I_2025_IA_2147,17.333333333333332,47.666666666666664,65,12.666666666666666,46,58,10.666666666666666,4.333333333333333,2,156,157
B4I_2025_IA,2025,IA,1,2,20,5,2148,IL23-1610,NDP250064Y,plot,B4I_2025_IA_2148,15.333333333333334,47.333333333333336,70.33333333333333,12,52,75.66666666666667,7.333333333333333,3.3333333333333335,3,154,157
B4I_2025_IA,2025,IA,1,2,20,6,2149,IL23-3874,NDP250136G,plot,B4I_2025_IA_2149,14.666666666666666,46.333333333333336,68.66666666666667,13.333333333333334,45.666666666666664,50.666666666666664,8.666666666666666,4.333333333333333,7,156,159
B4I_2025_IA,2025,IA,1,2,20,7,2150,IL23-1115,NDP250036Y,plot,B4I_2025_IA_2150,16,56,69.66666666666667,15.333333333333334,50.333333333333336,69,9,3,1,155,161
B4I_2025_IA,2025,IA,1,2,20,8,2151,IL19-511,NDP250042Y,plot,B4I_2025_IA_2151,16,49.666666666666664,76,14,52.666666666666664,64.33333333333333,7.333333333333333,6.333333333333333,0,158,155
B4I_2025_IA,2025,IA,1,2,20,9,2152,IL23-2942,NDP250160Y,plot,B4I_2025_IA_2152,14.333333333333334,47,65.66666666666667,16.333333333333332,43.666666666666664,52.666666666666664,7.666666666666667,3.3333333333333335,0,158,153
B4I_2025_IA,2025,IA,1,2,21,9,2153,IL19-3618,NDP150412G,plot,B4I_2025_IA_2153,17.333333333333332,50,77.66666666666667,17.333333333333332,48.666666666666664,64,8.333333333333334,5.666666666666667,4,157,153
B4I_2025_IA,2025,IA,1,2,21,8,2154,IL23-2963,NDP150338Y,plot,B4I_2025_IA_2154,16.666666666666668,51.666666666666664,77,17.666666666666668,56.333333333333336,79.33333333333333,7.666666666666667,5,4,158,158
B4I_2025_IA,2025,IA,1,2,21,7,2155,IL23-923,NDP170039G,plot,B4I_2025_IA_2155,14.333333333333334,51.666666666666664,65.66666666666667,14.666666666666666,58,54.333333333333336,7,4,8,157,152
B4I_2025_IA,2025,IA,1,2,21,6,2156,IL23-911,NDP250045Y,plot,B4I_2025_IA_2156,14.666666666666666,46.333333333333336,70,12,48.333333333333336,65,6,5.666666666666667,3,158,158
B4I_2025_IA,2025,IA,1,2,21,5,2157,IL21-3542,NDP250160Y,plot,B4I_2025_IA_2157,11,30.333333333333332,65,12.333333333333334,38,NA,2.3333333333333335,3.3333333333333335,2,159,154
B4I_2025_IA,2025,IA,1,2,21,4,2158,IL23-1422,NDP250139G,plot,B4I_2025_IA_2158,17,48.333333333333336,75,14.333333333333334,49.666666666666664,66.33333333333333,9.333333333333334,5.666666666666667,4,157,151
B4I_2025_IA,2025,IA,1,2,21,3,2159,IL23-251,NDP250175Y,plot,B4I_2025_IA_2159,21.666666666666668,48,71.66666666666667,23,57.666666666666664,74.33333333333333,9.666666666666666,3.3333333333333335,2,154,153
B4I_2025_IA,2025,IA,1,2,21,2,2160,IL23-3572,NDP250062Y,plot,B4I_2025_IA_2160,18.666666666666668,52.333333333333336,78.66666666666667,21.333333333333332,60,76.66666666666667,8,5,8,157,155
B4I_2025_IA,2025,IA,1,2,22,2,2161,IL21-5955,NDP170156Y,plot,B4I_2025_IA_2161,21,56.666666666666664,83.66666666666667,22.666666666666668,60,73.66666666666667,8.666666666666666,3.6666666666666665,7,155,155
B4I_2025_IA,2025,IA,1,2,22,3,2162,IL23-251,NDP250086Y,plot,B4I_2025_IA_2162,20,57,71,21.666666666666668,54.333333333333336,77.33333333333333,7,6.333333333333333,0,155,157
B4I_2025_IA,2025,IA,1,2,22,4,2163,IL23-3710,NDP250066Y,plot,B4I_2025_IA_2163,20.666666666666668,56.333333333333336,70.33333333333333,22.666666666666668,59.333333333333336,77,13,5,7,157,157
B4I_2025_IA,2025,IA,1,2,22,5,2164,IL21-6257,NDP121714R,plot,B4I_2025_IA_2164,15.666666666666666,42.333333333333336,77,11,43.666666666666664,63.333333333333336,6.666666666666667,5.333333333333333,0,155,156
B4I_2025_IA,2025,IA,1,2,22,6,2165,IL23-1531,NDP250137G,plot,B4I_2025_IA_2165,16.333333333333332,55,74,15,51.333333333333336,68,11.666666666666666,6,3,157,157
B4I_2025_IA,2025,IA,1,2,22,7,2166,IL23-2371,NDP250116G,plot,B4I_2025_IA_2166,16.333333333333332,55,74.66666666666667,14,50,67.66666666666667,7.333333333333333,3.3333333333333335,3,158,157
B4I_2025_IA,2025,IA,1,2,22,8,2167,IL20-7841,NDP170101G,plot,B4I_2025_IA_2167,19.666666666666668,53,86.33333333333333,20,56,79,11.666666666666666,3.3333333333333335,3,157,155
B4I_2025_IA,2025,IA,1,2,22,9,2168,IL19-3661,NDP250033Y,plot,B4I_2025_IA_2168,18.666666666666668,53.333333333333336,80,18,54,70.33333333333333,11.333333333333334,4.333333333333333,6,155,154
